"","Accession","Group","AMRany","ESBLR","CiprofloxacinR","AzithromycinR","Genotype","STNGroups"
"1231","SRR7223107","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"1232","SRR7251479","Travel",1,0,1,0,"3.6.1.1.1","Travel"
"1233","SRR7282605","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1234","SRR7407914","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1235","SRR7215274","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1236","SRR7285434","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"1237","SRR7249687","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1238","SRR7290981","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1239","SRR7283667","pMSM",0,0,0,0,NA,"STN"
"1240","SRR7236649","Travel",1,0,1,0,"3.6.1.1","Travel"
"1241","SRR7170932","Travel",1,1,1,0,"3.6.3","Travel"
"1242","SRR7170929","pMSM",1,1,1,0,"3.6.3","non-STN"
"1243","SRR7187766","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1244","SRR7277750","non-pMSM",0,0,0,0,"3.7","non-STN"
"1245","SRR7170922","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"1246","SRR7179961","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1247","SRR7170920","pMSM",1,1,1,0,"3.6.3","non-STN"
"1248","SRR7170936","pMSM",1,1,1,0,"3.6.3","STN"
"1249","SRR7179964","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1250","SRR7187901","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1251","SRR7170921","non-pMSM",1,1,1,0,"3.6.3","STN"
"1252","SRR7249738","Travel",1,0,1,0,"3.6.1.1","Travel"
"1253","SRR7191526","Travel",0,0,0,0,"2.4.2","Travel"
"1254","SRR7251445","pMSM",1,1,1,1,"3.6.3","non-STN"
"1255","SRR7170934","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"1256","SRR7170937","pMSM",1,1,1,0,"3.6.3","non-STN"
"1257","SRR7170930","pMSM",1,1,1,0,"3.6.3","non-STN"
"1258","SRR7170935","pMSM",1,1,1,0,"3.6.3","non-STN"
"1259","SRR7367536","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1260","SRR7358031","non-pMSM",0,0,0,0,"3.7.3","non-STN"
"1261","SRR7290973","non-pMSM",1,1,0,1,"3.7.29.1.4.1","STN"
"1262","SRR7286366","Travel",1,0,1,0,"3.6.1.1","Travel"
"1263","SRR7266763","Travel",1,0,1,0,"3.6.1.1","Travel"
"1264","SRR7265934","Travel",0,0,0,0,"3.7.16","Travel"
"1265","SRR7204453","Travel",1,0,1,0,"3.6.1.1","Travel"
"1266","SRR7172273","Travel",0,0,0,0,"3.7.7","Travel"
"1267","SRR7221224","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1268","SRR7170928","pMSM",1,1,1,0,"3.6.3","STN"
"1269","SRR7170938","pMSM",0,0,0,0,NA,"STN"
"1270","SRR7170931","non-pMSM",0,0,0,0,NA,"non-STN"
"1271","SRR7172430","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1272","SRR7266791","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1273","SRR7187994","pMSM",1,1,0,1,"3.7.29.1.4.1","STN"
"1274","SRR7244243","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1275","SRR7291008","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1276","SRR7286182","Travel",0,0,0,0,"3.6.1","Travel"
"1277","SRR7257321","Travel",0,0,0,0,"3.7.16","Travel"
"1278","SRR7276962","Travel",1,0,1,1,"3.6.1.1","Travel"
"1279","SRR7236430","non-pMSM",0,0,0,0,"2.10.1","non-STN"
"1280","SRR7187031","Travel",1,0,1,0,"3.6.1.1","Travel"
"1281","SRR7249504","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"1282","SRR7251500","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1283","SRR7208634","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1284","SRR7204325","Travel",0,0,0,0,"2.4.3","Travel"
"1285","SRR7187879","pMSM",0,0,0,0,"3.7.18","non-STN"
"1286","SRR7266790","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1287","SRR7407985","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1288","SRR7184354","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1289","SRR7286564","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1290","SRR7256962","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1291","SRR7170926","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"1292","SRR7221327","Travel",0,0,0,0,"3.6.4","Travel"
"1293","SRR7223084","non-pMSM",0,0,0,0,NA,"non-STN"
"1294","SRR7256984","Travel",1,1,1,0,"3.6.1.1","Travel"
"1295","SRR7179818","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1296","SRR7266831","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1297","SRR7285537","Travel",0,0,0,0,"3","Travel"
"1298","SRR7172263","Travel",1,1,1,1,"3.6.3","Travel"
"1299","SRR7290925","pMSM",1,0,1,0,"3.6.1.1.2","STN"
"1300","SRR7286540","pMSM",1,1,0,1,"3.7.29.1.4.1","STN"
"1301","SRR7236434","Travel",1,0,1,0,"3.6.1.1","Travel"
"1302","SRR7286389","Travel",1,1,1,1,"3.6.1.1.1","Travel"
"1303","SRR7221196","pMSM",1,1,0,1,"3.7.29.1.4.1","STN"
"1304","SRR7250946","Travel",1,1,1,1,"3.6.3","Travel"
"1305","SRR7276885","pMSM",1,0,0,1,"3.7.25","STN"
"1306","SRR7285416","non-pMSM",1,0,0,1,"3.7.25","STN"
"1307","SRR7274791","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1308","SRR7401688","Travel",0,0,0,0,"3.7.16","Travel"
"1309","SRR7223119","Travel",1,0,1,0,"3.6.1.1","Travel"
"1310","SRR7179835","Travel",1,1,1,1,"3.6.3","Travel"
"1311","SRR7257045","Travel",1,1,1,0,"3.7.25","Travel"
"1312","SRR7367237","Travel",1,0,1,0,"3.6.1.1","Travel"
"1313","SRR7244273","pMSM",1,1,0,1,"3.7.29.1.4.1","STN"
"1314","SRR7187080","Travel",0,0,0,0,"3.7","Travel"
"1315","SRR7223111","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1316","SRR7291639","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1317","SRR7367390","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1318","SRR7184216","Travel",1,1,1,1,"3.6.3","Travel"
"1319","SRR7286365","Travel",0,0,0,0,"3.7.3","Travel"
"1320","SRR7191531","pMSM",0,0,0,0,"3.4.1","non-STN"
"1321","SRR7191721","Travel",0,0,0,0,"3.6.1","Travel"
"1322","SRR7204364","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1323","SRR7215287","non-pMSM",0,0,0,0,"3.7","non-STN"
"1324","SRR7266772","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1325","SRR7186900","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1326","SRR7250972","pMSM",1,1,0,0,"3.7.25","non-STN"
"1327","SRR7358009","pMSM",0,0,0,0,"3.6.1","non-STN"
"1328","SRR7249693","Travel",1,1,1,0,"3.7.25","Travel"
"1329","SRR7285528","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1330","SRR7291598","pMSM",1,1,1,1,"3.6.3","non-STN"
"1331","SRR7285461","pMSM",0,0,0,0,"2.10.1","non-STN"
"1332","SRR7276899","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"1333","SRR7290986","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"1334","SRR7274753","Travel",1,1,1,1,"3.6.3","Travel"
"1335","SRR7285565","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1336","SRR7187833","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"1337","SRR7290968","Travel",1,1,1,0,"3.6.3","Travel"
"1338","SRR7265853","Travel",1,1,1,1,"3.6.3","Travel"
"1339","SRR7250978","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1340","SRR7286391","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1341","SRR7230380","pMSM",1,1,1,0,"3.6.3","non-STN"
"1342","SRR7266787","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"1343","SRR7265923","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1344","SRR7230383","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1345","SRR7236437","Travel",1,1,1,1,"3.6.3","Travel"
"1346","SRR7223070","Travel",1,1,1,0,"3.7.25","Travel"
"1347","SRR7251413","Travel",1,0,1,0,"3","Travel"
"1348","SRR7286456","pMSM",1,1,1,0,"3.6.1.1","non-STN"
"1349","SRR7236445","pMSM",1,0,0,1,"3.7.25","STN"
"1350","SRR7236617","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1351","SRR7250956","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"1352","SRR7286499","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"1353","SRR7250953","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1354","SRR7251002","Travel",1,1,1,1,"3.6.3","Travel"
"1355","SRR7250954","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1356","SRR7286583","non-pMSM",0,0,0,0,NA,"non-STN"
"1357","SRR7250993","non-pMSM",0,0,0,0,"3.7","non-STN"
"1358","SRR7291912","Travel",1,0,1,0,"3.6.1.1","Travel"
"1359","SRR7367472","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1360","SRR7274809","Travel",1,0,1,0,"3.6.1.1","Travel"
"1361","SRR7367570","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"1362","SRR7401640","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1363","SRR7358270","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1364","SRR7367396","pMSM",1,1,0,1,"3.7.29.1.4.1","STN"
"1365","SRR7291042","non-pMSM",0,0,0,0,"3.7.11","non-STN"
"1366","SRR7291001","non-pMSM",0,0,0,0,"3.7.11","non-STN"
"1367","SRR7401622","non-pMSM",0,0,0,0,"3.6","non-STN"
"1368","SRR7407918","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1369","SRR7286608","Travel",0,0,0,0,"3.6.1","Travel"
"1370","SRR7291917","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1371","SRR7290916","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"1372","SRR7401614","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"1373","SRR7290896","pMSM",0,0,0,0,"3.7.11","non-STN"
"1374","SRR7291601","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1375","SRR7286474","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"1376","SRR7290995","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1377","SRR7367398","Travel",1,1,1,0,"3.6.3","Travel"
"1378","SRR7367214","Travel",1,0,1,0,"3.6.1.1","Travel"
"1379","SRR7291610","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1380","SRR7290899","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1381","SRR7367526","pMSM",0,0,0,0,"3.6.3","non-STN"
"1382","SRR7367460","non-pMSM",1,1,1,1,"3.6.1.1","non-STN"
"1383","SRR7291546","Travel",1,1,1,1,"3.6.3","Travel"
"1384","SRR7291933","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1385","SRR7416067","Travel",0,0,0,0,"3.6.2","Travel"
"1386","SRR7416071","pMSM",0,0,0,0,"3.7","non-STN"
"1387","SRR7358112","Travel",1,1,1,0,"3.6.1.1","Travel"
"1388","SRR7291034","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1389","SRR7291665","non-pMSM",0,0,0,0,"3.7.3","non-STN"
"1390","SRR7291596","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1391","SRR7367239","pMSM",0,0,0,0,"3.6.1","non-STN"
"1392","SRR7358012","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1393","SRR7358114","pMSM",0,0,0,0,"3.6.1","non-STN"
"1394","SRR7407916","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1395","SRR7401715","non-pMSM",0,0,0,0,"3.7","non-STN"
"1396","SRR7416064","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1397","SRR7358264","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1398","SRR7416054","Travel",1,1,1,1,"3.6.3","Travel"
"1399","SRR7367575","Travel",0,0,0,0,"3.6.2","Travel"
"1400","SRR7416070","Travel",1,1,1,0,"3.7.25","Travel"
"1401","SRR7407917","Travel",0,0,0,0,"3.6.1","Travel"
"1402","SRR7407924","Travel",0,0,0,0,"3.7.21","Travel"
"1403","SRR7417184","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1404","SRR7416066","pMSM",0,0,0,0,"3.7.7","non-STN"
"1405","SRR7416062","Travel",0,0,0,0,"3.7.26","Travel"
"1406","SRR7416063","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1407","SRR7416057","Travel",0,0,0,0,"3.7.25","Travel"
"1408","SRR7416055","non-pMSM",0,0,0,0,"3.7","non-STN"
"1409","SRR7456553","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1410","SRR7456560","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1411","SRR7527620","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"1412","SRR7456573","non-pMSM",0,0,0,0,"3.4.1","non-STN"
"1413","SRR7527640","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1414","SRR7439078","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1415","SRR7439138","Travel",0,0,0,0,"2.5.1","Travel"
"1416","SRR7439137","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1417","SRR7439067","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1418","SRR7439071","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1419","SRR7456556","Travel",1,1,1,0,"3.6.1.1","Travel"
"1420","SRR7457851","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1421","SRR7456561","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1422","SRR7456572","pMSM",1,0,1,1,"3.6.1.1","non-STN"
"1423","SRR7456567","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1424","SRR7457802","pMSM",1,1,0,0,"3.6.2","non-STN"
"1425","SRR7457804","pMSM",1,0,0,1,"3.7.25","STN"
"1426","SRR7457803","Travel",0,0,0,0,NA,"Travel"
"1427","SRR7474042","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1428","SRR7474132","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1429","SRR7474035","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1430","SRR7495421","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1431","SRR7495417","pMSM",1,1,0,1,"3.7.29.1.4.1","STN"
"1432","SRR7495423","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1433","SRR7495422","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1434","SRR7501107","Travel",0,0,0,0,"3.7.10","Travel"
"1435","SRR7500940","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"1436","SRR7500992","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1437","SRR7500958","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1438","SRR7500939","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1439","SRR7501511","pMSM",0,0,0,0,"3.6.3","non-STN"
"1440","SRR7527628","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1441","SRR7527629","Travel",1,0,1,0,"3.4.1","Travel"
"1442","SRR7527637","Travel",1,1,0,0,"3.7.25","Travel"
"1443","SRR7522854","pMSM",0,0,0,0,"2.11.2","STN"
"1444","SRR7522840","Travel",1,0,1,0,"3.6.1.1","Travel"
"1445","SRR7588686","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1446","SRR7522847","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1447","SRR7522842","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1448","SRR7522850","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1449","SRR7527633","non-pMSM",1,0,1,0,"3.7.18","non-STN"
"1450","SRR7527644","pMSM",1,1,1,1,"3.6.3","non-STN"
"1451","SRR7537586","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1452","SRR7527635","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1453","SRR7527631","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1454","SRR7527645","Travel",1,0,1,0,"3.6.1.1","Travel"
"1455","SRR7527647","pMSM",0,0,0,0,"3.7.18","non-STN"
"1456","SRR7588674","Travel",1,0,1,0,"3.6.1.1","Travel"
"1457","SRR7588678","Travel",0,0,0,0,"3.7.3","Travel"
"1458","SRR7588702","pMSM",0,0,0,0,"3.6.1","non-STN"
"1459","SRR7588677","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"1460","SRR7588695","Travel",1,0,1,0,"3.6.1.1","Travel"
"1461","SRR7588716","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"1462","SRR7588736","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"1463","SRR7588741","pMSM",0,0,0,0,"3.6.1","non-STN"
"1464","SRR7588721","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1465","SRR7842144","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1466","SRR7588680","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1467","SRR7588676","Travel",1,1,1,0,"3.7.25","Travel"
"1468","SRR7842171","Travel",0,0,0,0,"3.6.2","Travel"
"1469","SRR7588688","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1470","SRR7588723","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1471","SRR7588729","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"1472","SRR7588742","pMSM",1,1,1,0,"3.7.25","non-STN"
"1473","SRR7588709","Travel",0,0,0,0,"3.7.21","Travel"
"1474","SRR7849988","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"1475","SRR7826908","Travel",0,0,0,0,"2.10.1","Travel"
"1476","SRR7826984","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1477","SRR7826937","pMSM",1,0,0,1,"3.7.25","STN"
"1478","SRR7827056","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1479","SRR7842090","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1480","SRR7837804","Travel",1,1,1,0,"3.7.25","Travel"
"1481","SRR7850035","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1482","SRR7842129","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1483","SRR7850125","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1484","SRR7850084","Travel",1,1,1,0,"3.7.25","Travel"
"1485","SRR7835542","Travel",1,0,1,0,"3.7.18","Travel"
"1486","SRR7850052","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1487","SRR7842152","Travel",0,0,0,0,"2.11.2","Travel"
"1488","SRR7826952","Travel",1,1,1,1,"3.7.25","Travel"
"1489","SRR7832322","pMSM",0,0,0,0,NA,"non-STN"
"1490","SRR7839329","Travel",0,0,0,0,"3.6.2","Travel"
"1491","SRR7832326","pMSM",0,0,0,0,"3.6.2","non-STN"
"1492","SRR7850006","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"1493","SRR7873472","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1494","SRR7842074","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1495","SRR7826920","pMSM",1,1,1,1,"3.6.1.1.2","STN"
"1496","SRR7850134","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1497","SRR7850066","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1498","SRR7866091","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1499","SRR7849984","pMSM",1,1,1,1,"3.7.25","non-STN"
"1500","SRR7842046","Travel",1,1,1,0,"3.7.25","Travel"
"1501","SRR7832323","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1502","SRR7842106","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1503","SRR7839308","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1504","SRR7839302","non-pMSM",0,0,0,0,"3.7.21","non-STN"
"1505","SRR7839352","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"1506","SRR7842128","non-pMSM",0,0,0,0,"2.11.2","STN"
"1507","SRR7850008","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1508","SRR7866112","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1509","SRR7834588","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1510","SRR7826976","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1511","SRR7826972","Travel",1,0,1,0,"3.6.1.1","Travel"
"1512","SRR7842097","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1513","SRR7850182","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1514","SRR7850174","pMSM",0,0,0,0,"3.6.1","non-STN"
"1515","SRR7849994","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1516","SRR7850083","Travel",0,0,0,0,"3.7.16","Travel"
"1517","SRR7836300","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"1518","SRR7842119","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1519","SRR7842123","Travel",0,0,0,0,"3.7.16","Travel"
"1520","SRR7842135","Travel",0,0,0,0,"3.7.16","Travel"
"1521","SRR7842125","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1522","SRR7826980","Travel",0,0,0,0,"3.7.16","Travel"
"1523","SRR7850181","Travel",1,1,1,0,"3.7.25","Travel"
"1524","SRR7850057","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"1525","SRR7833079","Travel",0,0,0,0,"3.7.21","Travel"
"1526","SRR7839319","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1527","SRR7850055","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1528","SRR7850014","non-pMSM",1,1,1,0,"3.6.1.1","non-STN"
"1529","SRR7836288","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1530","SRR7832328","Travel",0,0,0,0,"3.7.21","Travel"
"1531","SRR7833841","pMSM",0,0,0,0,"3.7.16","non-STN"
"1532","SRR7827068","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"1533","SRR7850116","Travel",1,1,1,0,"3.6.1.1","Travel"
"1534","SRR7842131","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1535","SRR7842126","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1536","SRR7833091","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1537","SRR7850012","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"1538","SRR7850032","pMSM",0,0,0,0,"3.7.16","non-STN"
"1539","SRR7836310","Travel",0,0,0,0,"3.7.21","Travel"
"1540","SRR7839345","non-pMSM",0,0,0,0,"2.11.2","STN"
"1541","SRR7836285","pMSM",1,1,1,0,"3.6.1.1","non-STN"
"1542","SRR7850151","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"1543","SRR7850027","Travel",0,0,0,0,"3.6.2","Travel"
"1544","SRR7827037","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1545","SRR7842187","Travel",0,0,0,0,"3.6.2","Travel"
"1546","SRR7850073","Travel",0,0,0,0,"3.7.16","Travel"
"1547","SRR7866243","Travel",1,0,1,0,"3.6.1.1.3","Travel"
"1548","SRR7833078","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"1549","SRR7833088","Travel",1,1,1,1,"3.6.3","Travel"
"1550","SRR7850058","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1551","SRR7850039","Travel",1,0,1,0,"3.6.1.1","Travel"
"1552","SRR7842163","Travel",1,1,1,0,"3.7.25","Travel"
"1553","SRR7826946","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1554","SRR7850136","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1555","SRR7842067","non-pMSM",0,0,0,0,"3.6.4","non-STN"
"1556","SRR7839323","Travel",0,0,0,0,"3.6.2","Travel"
"1557","SRR7827041","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1558","SRR7842168","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1559","SRR7842121","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1560","SRR7850051","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1561","SRR7850069","Travel",1,0,1,0,"3.6.1.1","Travel"
"1562","SRR7836299","pMSM",1,0,0,1,"3.7.25","STN"
"1563","SRR7842104","pMSM",1,0,0,1,"3.7.25","STN"
"1564","SRR7826954","Travel",1,0,1,0,"3.6.1.1","Travel"
"1565","SRR7833096","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"1566","SRR7842073","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1567","SRR7839347","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1568","SRR7826923","non-pMSM",1,0,1,0,"3.4.1","non-STN"
"1569","SRR7842176","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1570","SRR7842094","Travel",0,0,0,0,"3.7.16","Travel"
"1571","SRR7826979","Travel",0,0,0,0,"3.6.2","Travel"
"1572","SRR7850193","Travel",0,0,0,0,"3.6.4","Travel"
"1573","SRR7839300","Travel",0,0,0,0,"3.7.25","Travel"
"1574","SRR7839304","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1575","SRR7842136","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1576","SRR7850161","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1577","SRR7850077","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1578","SRR7826909","Travel",1,0,0,1,"3.7.25","Travel"
"1579","SRR7842081","non-pMSM",1,1,1,0,"3.6.1.1","non-STN"
"1580","SRR7850150","pMSM",0,0,0,0,"3.6.1","non-STN"
"1581","SRR7850201","Travel",0,0,0,0,"3.7.21","Travel"
"1582","SRR7850101","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1583","SRR7826943","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"1584","SRR7850205","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1585","SRR7839337","Travel",0,0,0,0,"3.6.1","Travel"
"1586","SRR7834591","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"1587","SRR7839338","Travel",1,0,1,0,"3.6.1.1","Travel"
"1588","SRR7850279","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"1589","SRR7850229","non-pMSM",0,0,0,0,"3.6.4","non-STN"
"1590","SRR7842200","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"1591","SRR7866286","pMSM",1,0,0,1,"3.7.25","STN"
"1592","SRR7840869","Travel",0,0,0,0,"3.6.2","Travel"
"1593","SRR7866104","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"1594","SRR7842127","pMSM",1,0,1,0,"3.7.18","non-STN"
"1595","SRR7833102","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1596","SRR7841123","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"1597","SRR7826968","Travel",0,0,0,0,"3.6.1","Travel"
"1598","SRR7826941","Travel",0,0,0,0,"3.7.21","Travel"
"1599","SRR7839318","non-pMSM",1,1,0,0,"3.7.30.1","non-STN"
