"","Accession","Group","AMRany","ESBLR","CiprofloxacinR","AzithromycinR","Genotype"
"2101","SRR8893085","Travel",1,0,1,0,"3.7.18"
"2102","SRR8936106","Travel",1,0,1,0,"3.7.18"
"2103","SRR8924345","non-pMSM",0,0,0,0,"3.7.17"
"2104","SRR8924404","Travel",0,0,0,0,"3.6.4"
"2105","SRR8923646","non-pMSM",0,0,0,0,"2"
"2106","SRR8936107","Travel",1,0,1,0,"3.6.1.1"
"2107","SRR8942805","Travel",1,0,1,0,"3.6.1.1"
"2108","SRR8936110","pMSM",1,0,1,1,"3.6.1.1.2"
"2109","SRR8936119","non-pMSM",1,0,1,1,"3.6.1.1"
"2110","SRR8936120","pMSM",1,0,1,1,"3.6.1.1.2"
"2111","SRR8942849","pMSM",1,1,0,0,"3.7.29.1.4.1"
"2112","SRR8979694","Travel",1,0,1,0,"3.6.1.1"
"2113","SRR8979697","pMSM",1,0,1,1,"3.6.1.1.2"
"2114","SRR8979719","pMSM",1,0,1,1,"3.6.1.1.2"
"2115","SRR8979704","non-pMSM",0,0,0,0,"3.7.7"
"2116","SRR8979718","Travel",1,0,1,0,"3.6.1.1"
"2117","SRR8981811","Travel",1,0,1,0,"3.6.1.1"
"2118","SRR8981807","Travel",1,1,1,0,"3.7.3"
"2119","SRR8981808","non-pMSM",1,0,1,0,"3.7.18"
"2120","SRR9259742","Travel",1,0,1,0,"3.6.1.1"
"2121","SRR9260893","Travel",1,0,1,0,"3.7.18"
"2122","SRR8981797","Travel",1,1,1,0,"3.6.1.1"
"2123","SRR8981810","non-pMSM",0,0,0,0,"3.6.4"
"2124","SRR9007505","pMSM",0,0,0,0,"3.6.1"
"2125","SRR9007502","pMSM",1,0,1,1,"3.6.1.1.2"
"2126","SRR9260182","Travel",0,0,0,0,"3.6.1"
"2127","SRR9007498","Travel",1,0,1,0,"3.6.1.1"
"2128","SRR9007507","Travel",1,1,1,1,"3.6.3"
"2129","SRR9259171","non-pMSM",1,0,1,1,"3.6.1.1.2"
"2130","SRR9258375","non-pMSM",0,0,0,0,"3.6.4"
"2131","SRR9007500","Travel",0,0,0,0,"3.6.4"
"2132","SRR9018474","Travel",0,0,0,0,"3.6.4"
"2133","SRR9018539","non-pMSM",0,0,0,0,"3.6.4"
"2134","SRR9018547","Travel",1,0,1,0,"3.6.1.1"
"2135","SRR9260897","pMSM",1,0,1,1,"3.6.1.1.2"
"2136","SRR9018479","non-pMSM",0,0,0,0,"3.7.21"
"2137","SRR9018536","non-pMSM",1,0,1,0,"3.6.1.1"
"2138","SRR9018577","Travel",0,0,0,0,"3.7.10"
"2139","SRR9018552","pMSM",0,0,0,0,"2.11.4"
"2140","SRR9018545","pMSM",1,0,1,1,"3.6.1.1.2"
"2141","SRR9257748","Travel",1,1,1,0,"3.6.3"
"2142","SRR9260546","Travel",0,0,0,0,"3.6.1"
"2143","SRR9050409","pMSM",1,0,1,1,"3.6.1.1.2"
"2144","SRR9050408","non-pMSM",0,0,0,0,"3.6.4"
"2145","SRR9050421","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2146","SRR9050415","Travel",0,0,0,0,"3.7.18"
"2147","SRR9050414","non-pMSM",0,0,0,0,"3.6.4"
"2148","SRR9050419","Travel",1,1,1,1,"3.6.1.1"
"2149","SRR9050412","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2150","SRR9072787","Travel",0,0,0,0,"3.7.10"
"2151","SRR9083703","non-pMSM",1,1,0,0,"3.7.10"
"2152","SRR9083747","non-pMSM",1,0,1,1,"3.6.1.1.2"
"2153","SRR9083746","Travel",0,0,0,0,"3.6.4"
"2154","SRR9083709","Travel",0,0,0,0,"3.6.3"
"2155","SRR9083704","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2156","SRR9273307","pMSM",1,1,0,0,"3.7.29.1.4.1"
"2157","SRR9260046","pMSM",1,0,1,1,"3.6.1.1.2"
"2158","SRR9259535","pMSM",1,0,1,1,"3.6.1.1.2"
"2159","SRR9257726","pMSM",0,0,0,0,"3.4.1"
"2160","SRR9260892","non-pMSM",1,1,0,0,"3.7.10"
"2161","SRR9089371","non-pMSM",0,0,0,0,NA
"2162","SRR9095165","non-pMSM",0,0,0,0,"3.7.20"
"2163","SRR9089372","non-pMSM",1,1,0,0,"3.7.10"
"2164","SRR9089368","Travel",1,0,1,0,"3.7.18"
"2165","SRR9089361","Travel",1,1,1,1,"3.6.3"
"2166","SRR9095166","pMSM",1,0,1,1,"3.6.1.1.2"
"2167","SRR9121360","Travel",1,1,1,0,"3.6.3"
"2168","SRR9121378","Travel",1,0,1,0,"3.6.1.1"
"2169","SRR9273280","non-pMSM",0,0,0,0,"3.7.3"
"2170","SRR9259954","pMSM",1,0,1,1,"3.6.1.1.2"
"2171","SRR9259112","pMSM",1,0,1,1,"3.6.1.1.2"
"2172","SRR9273312","Travel",1,0,1,0,"3"
"2173","SRR9259392","pMSM",1,0,1,1,"3.6.1.1.2"
"2174","SRR9273300","pMSM",1,0,0,1,"3.7.29.1.2"
"2175","SRR9260894","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2176","SRR9260664","pMSM",1,0,1,1,"3.6.1.1.2"
"2177","SRR9178556","Travel",1,1,0,0,"3.7.29.1.4.1"
"2178","SRR9178562","non-pMSM",0,0,0,0,"3.6.3"
"2179","SRR9178561","non-pMSM",1,0,1,0,"3.6.1.1"
"2180","SRR9151839","pMSM",1,1,1,1,"3.6.3"
"2181","SRR9151835","Travel",1,1,1,1,"3.6.3"
"2182","SRR9151830","pMSM",0,0,0,0,"3.6.3"
"2183","SRR9151840","pMSM",0,0,0,0,"2.11.4"
"2184","SRR9151841","non-pMSM",1,1,1,1,"3.6.3"
"2185","SRR9259314","pMSM",0,0,0,0,"3.6.1"
"2186","SRR9151834","Travel",1,0,1,0,"3.6.1.1"
"2187","SRR9188446","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2188","SRR9178549","pMSM",1,0,1,1,"3.6.1.1.2"
"2189","SRR9178553","Travel",1,1,1,0,"3.6.3"
"2190","SRR9178567","non-pMSM",1,1,1,1,"3.6.3"
"2191","SRR9178558","pMSM",1,1,1,1,"3.6.3"
"2192","SRR9178576","pMSM",1,0,0,1,"3.7.29.1.2"
"2193","SRR9188435","Travel",0,0,0,0,"2.7.3"
"2194","SRR9188557","non-pMSM",1,1,1,0,"3.6.3"
"2195","SRR9188497","Travel",1,1,1,1,"3.6.3"
"2196","SRR9188443","Travel",1,1,1,1,"3.6.3"
"2197","SRR9257912","non-pMSM",1,1,1,1,"3.6.3"
"2198","SRR9260078","non-pMSM",1,1,1,1,"3.6.3"
"2199","SRR9188441","Travel",1,1,1,0,"3.7.25"
"2200","SRR9260354","pMSM",1,0,1,1,"3.6.1.1.2"
"2201","SRR9260888","Travel",1,1,1,1,"3.6.3"
"2202","SRR9273294","non-pMSM",1,1,1,0,"3.7.25"
"2203","SRR9259313","pMSM",1,0,1,1,"3.6.1.1.2"
"2204","SRR9257814","pMSM",0,0,0,0,"2.4.3"
"2205","SRR9259311","non-pMSM",0,0,0,0,"3.7.30.4"
"2206","SRR9273284","non-pMSM",1,1,1,1,"3.6.3"
"2207","SRR9260671","Travel",1,0,1,0,"3.6.1.1"
"2208","SRR9260990","pMSM",1,0,1,1,"3.6.1.1.2"
"2209","SRR9258481","pMSM",1,0,1,1,"3.6.1.1.2"
"2210","SRR9218313","pMSM",1,0,0,1,"3.7.29.1.2"
"2211","SRR9222608","pMSM",1,0,1,1,"3.6.1.1.2"
"2212","SRR9306471","non-pMSM",1,1,1,1,"3.6.3"
"2213","SRR9259160","Travel",1,0,1,1,"3.6.1.1.2"
"2214","SRR9257719","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2215","SRR9273331","pMSM",1,0,1,1,"3.6.1.1.2"
"2216","SRR9259132","non-pMSM",0,0,0,0,"3.6.1"
"2217","SRR9260988","non-pMSM",1,1,1,1,"3.6.3"
"2218","SRR9258699","Travel",0,0,0,0,"3.6.4"
"2219","SRR9259318","Travel",0,0,0,0,"2.11.4"
"2220","SRR9260660","Travel",0,0,0,0,"3.6.4"
"2221","SRR9306495","pMSM",1,0,1,1,"3.6.1.1.2"
"2222","SRR9306530","non-pMSM",1,1,1,0,"3.6.3"
"2223","SRR9306467","pMSM",0,0,0,0,"2.11.4"
"2224","SRR9306477","non-pMSM",1,0,1,0,"3.6.1.1"
"2225","SRR9306475","Travel",1,1,1,0,"3.6.1.1"
"2226","SRR9306487","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2227","SRR9306469","Travel",0,0,0,0,"3"
"2228","SRR9311822","non-pMSM",1,1,0,0,"3.7.10"
"2229","SRR9311820","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2230","SRR9311818","pMSM",1,0,1,1,"3.6.1.1.2"
"2231","SRR9311800","non-pMSM",1,1,1,1,"3.6.3"
"2232","SRR9311801","non-pMSM",0,0,0,0,"3.6.1"
"2233","SRR9311812","non-pMSM",1,1,1,0,"3.6.1.1"
"2234","SRR9335428","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2235","SRR9335425","pMSM",0,0,0,0,"3.7.25"
"2236","SRR9335419","pMSM",1,0,1,1,"3.6.1.1.2"
"2237","SRR9586548","non-pMSM",1,0,1,0,"3.6.1.1.1"
"2238","SRR9586542","Travel",0,0,0,0,"3.7.16"
"2239","SRR9586555","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2240","SRR9586552","pMSM",1,0,1,1,"3.6.1.1.2"
"2241","SRR9586564","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2242","SRR9586546","pMSM",0,0,0,0,"3.6.3"
"2243","SRR9586538","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2244","SRR9586543","pMSM",0,0,0,0,"3.6.4"
"2245","SRR9586539","pMSM",1,0,1,1,"3.6.1.1.2"
"2246","SRR9595075","Travel",0,0,0,0,"3.6.2"
"2247","SRR9595023","Travel",0,0,0,0,"3.7"
"2248","SRR9595073","non-pMSM",0,0,0,0,"3.7.18"
"2249","SRR9595074","non-pMSM",1,1,1,1,"3.6.3"
"2250","SRR9595009","pMSM",1,0,0,1,"3.7.25"
"2251","SRR9595008","pMSM",0,0,0,0,"2.10.1"
"2252","SRR9595020","pMSM",1,0,1,1,"3.6.1.1.2"
"2253","SRR9595007","pMSM",1,0,1,0,"3.6.1.1"
"2254","SRR9836886","non-pMSM",1,1,1,1,"3.6.3"
"2255","SRR9595021","Travel",1,0,1,0,"3.6.1.1"
"2256","SRR9595006","pMSM",1,0,1,0,"3.6.1.1"
"2257","SRR9613013","non-pMSM",0,0,0,0,"3.7.3"
"2258","SRR9613015","non-pMSM",1,0,1,1,"3.6.1.1.2"
"2259","SRR9613018","pMSM",0,0,0,0,"3.7.30.4.1"
"2260","SRR9613634","pMSM",1,0,1,1,"3.6.1.1.2"
"2261","SRR9620982","Travel",0,0,0,0,"3.7.10"
"2262","SRR9620975","pMSM",1,0,1,1,"3.6.1.1.2"
"2263","SRR9620979","non-pMSM",1,1,1,1,"3.6.3"
"2264","SRR9620972","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2265","SRR9620984","Travel",1,1,1,1,"3.6.3"
"2266","SRR9620974","non-pMSM",1,0,1,0,"3.6.1.1"
"2267","SRR9620978","non-pMSM",1,0,1,0,"3.6.1.1"
"2268","SRR9621182","Travel",1,1,1,0,"3.7.25"
"2269","SRR9661204","pMSM",0,0,0,0,"2.11.4"
"2270","SRR9662125","non-pMSM",1,0,1,0,"3.6.1.1"
"2271","SRR9661210","Travel",0,0,0,0,"3.6.1"
"2272","SRR9661223","non-pMSM",0,0,0,0,"3.6.2"
"2273","SRR9661220","non-pMSM",1,0,1,1,"3.6.1.1.2"
"2274","SRR9671847","pMSM",1,0,1,1,"3.6.1.1.2"
"2275","SRR9661219","non-pMSM",1,1,1,1,"3.6.3"
"2276","SRR9671539","non-pMSM",1,0,1,0,"3.6.1.1"
"2277","SRR9671541","non-pMSM",1,0,1,0,"3.6.1.1"
"2278","SRR9678248","Travel",1,1,1,0,"3.6.3"
"2279","SRR9678250","pMSM",1,0,1,1,"3.6.1.1.2"
"2280","SRR9678253","Travel",1,1,1,1,"3.6.3"
"2281","SRR9678246","Travel",1,1,1,0,"3.6.3"
"2282","SRR9678939","Travel",0,0,0,0,"3.6.3"
"2283","SRR9719311","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2284","SRR9720393","pMSM",1,0,1,1,"3.6.1.1.2"
"2285","SRR9719290","pMSM",1,0,1,1,"3.6.1.1.2"
"2286","SRR9825574","Travel",1,1,1,1,"3.6.3"
"2287","SRR9719308","Travel",1,1,1,1,"3.6.3"
"2288","SRR9720383","non-pMSM",0,0,0,0,"3.6.1"
"2289","SRR9719293","pMSM",0,0,0,0,"3.6.1"
"2290","SRR9719287","Travel",1,1,1,0,"3.6.3"
"2291","SRR9720384","non-pMSM",1,0,1,1,"3.6.1.1.2"
"2292","SRR9720381","non-pMSM",1,1,1,0,"3.6.3"
"2293","SRR9836885","Travel",1,0,1,1,"3.6.1.1.2"
"2294","SRR9826939","pMSM",1,1,1,0,"3.6.3"
"2295","SRR9825575","Travel",0,0,0,0,"3.7.26"
"2296","SRR9826948","pMSM",1,0,0,1,"3.7.29.1.2"
"2297","SRR9826930","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2298","SRR9845589","pMSM",1,1,1,1,"3.6.3"
"2299","SRR9845577","pMSM",1,0,1,1,"3.6.1.1.2"
"2300","SRR9836900","Travel",1,0,1,0,"3.7.18"
"2301","SRR9836903","pMSM",1,0,1,1,"3.6.1.1.2"
"2302","SRR9874815","pMSM",1,1,1,1,"3.6.3"
"2303","SRR9845581","non-pMSM",1,0,1,1,"3.6.1.1"
"2304","SRR9845575","non-pMSM",0,0,0,0,"3.7.16"
"2305","SRR9874790","non-pMSM",1,0,1,0,"3.6.1.1"
"2306","SRR9845578","pMSM",1,0,1,1,"3.6.1.1.2"
"2307","SRR9845576","non-pMSM",0,0,0,0,"3.7.3"
"2308","SRR9861249","non-pMSM",1,1,1,1,"3.6.3"
"2309","SRR9874601","Travel",0,0,0,0,"3.6.1"
"2310","SRR9861366","non-pMSM",0,0,0,0,"3.7.3"
"2311","SRR9874811","pMSM",1,0,1,1,"3.6.1.1.2"
"2312","SRR9874600","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2313","SRR9886061","non-pMSM",1,0,1,1,"3.6.1.1.2"
"2314","SRR9886068","pMSM",1,0,0,1,"3.7.29.1.2"
"2315","SRR9886013","non-pMSM",1,0,1,0,"3.6.1.1"
"2316","SRR9904141","Travel",1,1,0,1,"3.7.6"
"2317","SRR9899922","pMSM",1,0,1,1,"3.6.1.1.2"
"2318","SRR9899923","Travel",1,1,1,1,"3.6.3"
"2319","SRR9920962","pMSM",1,0,0,1,"3.7.29.1.2"
"2320","SRR9920966","non-pMSM",1,1,1,0,"3.7.25"
"2321","SRR9944893","pMSM",1,0,1,1,"3.6.1.1.2"
"2322","SRR9944896","Travel",0,0,0,0,"2.12.4"
"2323","SRR9944900","pMSM",1,0,1,1,"3.6.1.1.2"
"2324","SRR9947525","pMSM",1,1,1,0,"3.7"
"2325","SRR9947474","non-pMSM",1,0,1,0,"3.6.1.1"
"2326","SRR9988865","non-pMSM",1,0,1,0,"3.6.1.1"
"2327","SRR9944901","non-pMSM",1,0,1,0,"3.6.1.1"
"2328","SRR9944898","pMSM",1,0,1,0,"3.6.1.1.1"
"2329","SRR9947517","Travel",1,0,1,0,"3.6.1.1.2"
"2330","SRR9961607","Travel",1,1,1,0,"3.6.1.1"
"2331","SRR9947471","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2332","SRR9947467","non-pMSM",1,0,1,0,"3.6.1.1"
"2333","SRR9947519","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2334","SRR9947469","non-pMSM",0,0,0,0,"3.7.7"
"2335","SRR9961604","pMSM",1,0,1,1,"3.6.1.1.2"
"2336","SRR9961606","Travel",0,0,0,0,"3.6.1"
"2337","SRR9961609","non-pMSM",1,0,1,0,"3.6.1.1"
"2338","SRR9973704","non-pMSM",1,1,1,1,"3.6.3"
"2339","SRR9973692","pMSM",1,1,1,0,"3.7.30.1"
"2340","SRR9973682","Travel",1,1,1,0,"3.6.2"
"2341","SRR9973689","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2342","SRR9973698","pMSM",0,0,0,0,"3.6.1"
"2343","SRR9973708","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2344","SRR9973675","non-pMSM",1,0,1,0,"3.6.1.1"
"2345","SRR9988857","non-pMSM",0,0,0,0,"3.6.1"
"2346","SRR9988859","Travel",1,1,0,0,"3.7.25"
"2347","SRR10005855","pMSM",1,0,1,1,"3.6.1.1.2"
"2348","SRR9988862","pMSM",1,0,1,0,"3.6.1.1"
"2349","SRR10005843","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2350","SRR10006170","pMSM",1,0,1,0,"3.7.18"
"2351","SRR10005849","pMSM",0,0,0,0,"3.4.1"
"2352","SRR10005842","non-pMSM",1,1,1,1,"3.6.1.1"
"2353","SRR10005831","pMSM",1,0,1,1,"3.6.1.1.2"
"2354","SRR10013363","non-pMSM",1,0,0,1,"3.6.1"
"2355","SRR10120197","non-pMSM",1,0,1,0,"3.6.1.1"
"2356","SRR10017960","non-pMSM",1,1,1,0,"3.7.25"
"2357","SRR10017963","non-pMSM",1,1,1,0,"3.7.25"
"2358","SRR10037522","Travel",1,1,1,0,"3.7.25"
"2359","SRR10036688","pMSM",1,0,1,1,"3.6.1.1.2"
"2360","SRR10036691","pMSM",0,0,0,0,"3.4.1"
"2361","SRR10019095","pMSM",0,0,0,0,"3.7.30.4.1"
"2362","SRR10019371","Travel",1,0,1,1,"3.6.1.1"
"2363","SRR10019158","Travel",1,0,1,0,"3.6.1.1"
"2364","SRR10037531","non-pMSM",1,1,1,1,"3.6.1.1"
"2365","SRR10037861","Travel",0,0,0,0,"3.6.2"
"2366","SRR10037533","Travel",1,0,1,0,"3.7.18"
"2367","SRR10037874","Travel",1,0,1,0,"3.7.18"
"2368","SRR10037526","pMSM",1,0,1,0,"3.7.18"
"2369","SRR10056637","Travel",1,1,1,0,"3.7.25"
"2370","SRR10049379","pMSM",0,0,0,0,"3.7.16"
"2371","SRR10049472","non-pMSM",1,1,1,1,"3.6.3"
"2372","SRR10049385","pMSM",1,0,1,0,"3.6.1.1.1"
"2373","SRR10049402","Travel",1,0,1,0,"3.6.1.1"
"2374","SRR10049397","Travel",1,0,1,0,"3"
"2375","SRR10049395","Travel",1,1,1,0,"3.6.3"
"2376","SRR10053431","Travel",1,0,1,0,"3.6.1.1.1"
"2377","SRR10081088","Travel",0,0,0,0,"3.7.3"
"2378","SRR10056645","pMSM",1,0,1,1,"3.6.1.1.2"
"2379","SRR10228151","pMSM",1,0,1,0,"3.6.1.1"
"2380","SRR10088453","pMSM",1,1,0,0,"3.7.29.1.4.1"
"2381","SRR10088449","Travel",0,0,0,0,"3.6.2"
"2382","SRR10088450","non-pMSM",1,1,1,1,"3.6.1.1"
"2383","SRR10088476","Travel",1,1,1,1,"3.6.3"
"2384","SRR10088467","Travel",1,0,1,1,"3.6.1.1"
"2385","SRR10088462","non-pMSM",0,0,0,0,"2.10.1"
"2386","SRR10088452","non-pMSM",0,0,0,0,"2.10.1"
"2387","SRR10088468","non-pMSM",1,0,1,1,"3.6.1.1"
"2388","SRR10088460","pMSM",0,0,0,0,"3.7.18"
"2389","SRR10088443","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2390","SRR10088447","pMSM",1,0,1,0,"3.7.18"
"2391","SRR10088458","pMSM",1,1,1,0,"3.7.30.1"
"2392","SRR10120187","Travel",1,1,1,0,"3.7.25"
"2393","SRR10120188","Travel",1,0,1,0,"3.6.1.1"
"2394","SRR10120190","non-pMSM",1,0,1,0,"3.6.1.1"
"2395","SRR10120191","pMSM",1,0,1,1,"3.6.1.1.2"
"2396","SRR10120175","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2397","SRR10133041","pMSM",1,0,1,1,"3.6.1.1.2"
"2398","SRR10133063","pMSM",1,0,1,1,"3.6.1.1.2"
"2399","SRR10133060","Travel",1,0,1,1,"3.6.1.1.2"
"2400","SRR10133081","Travel",1,1,1,0,"3.7.25"
"2401","SRR10133086","non-pMSM",1,1,0,0,"3.7.25"
"2402","SRR10198850","Travel",1,1,1,0,"3.6.3"
"2403","SRR10198857","pMSM",1,0,1,0,"3.6.1.1.2"
"2404","SRR10198854","non-pMSM",1,0,1,1,"3.6.1.1.2"
"2405","SRR10228131","pMSM",1,0,1,1,"3.6.1.1.2"
"2406","SRR10228158","non-pMSM",1,1,1,0,"3.7.25"
"2407","SRR10228164","pMSM",1,0,1,1,"3.6.1.1.2"
"2408","SRR10231898","Travel",1,0,1,0,"3.6.1.1"
"2409","SRR10228160","pMSM",1,0,1,0,"3.6.1.1.2"
"2410","SRR10231919","Travel",1,0,1,0,"3.6.1.1"
"2411","SRR10231915","Travel",0,0,0,0,"2.10.1"
"2412","SRR10212224","Travel",1,1,1,0,"3.6.3"
"2413","SRR10212152","Travel",1,0,1,1,"3.7.30.1"
"2414","SRR10212151","pMSM",1,1,1,0,"3.6.3"
"2415","SRR10212142","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2416","SRR10212132","Travel",1,1,1,1,"3.6.3"
"2417","SRR10219470","non-pMSM",1,1,1,1,"3.6.3"
"2418","SRR10228564","Travel",1,1,1,0,"3.6.1.1"
"2419","SRR10228169","non-pMSM",1,1,1,0,"3.6.3"
"2420","SRR10212223","non-pMSM",0,0,0,0,"3.6.2"
"2421","SRR10212225","pMSM",1,0,1,0,"3.6.1.1"
"2422","SRR10212189","Travel",1,1,1,0,"3.7.25"
"2423","SRR10212226","pMSM",1,0,1,0,"3.6.1.1.2"
"2424","SRR10212222","pMSM",0,0,0,0,"3.6.1"
"2425","SRR10219474","pMSM",1,0,1,0,"3.6.1.1"
"2426","SRR10212208","non-pMSM",1,0,1,0,"3.7.18"
"2427","SRR10228517","Travel",1,1,1,1,"3.6.3"
"2428","SRR10219454","pMSM",1,0,1,1,"3.6.1.1.2"
"2429","SRR10212135","pMSM",1,0,1,0,"3.6.1.1.2"
"2430","SRR10212199","Travel",0,0,0,0,NA
"2431","SRR10212215","non-pMSM",1,1,0,0,"3.7.25"
"2432","SRR10212177","non-pMSM",1,0,1,0,"3.6.1.1"
"2433","SRR10212129","non-pMSM",1,1,1,0,"3.6.3"
"2434","SRR10228512","Travel",1,1,1,1,"3.6.3"
"2435","SRR10228554","non-pMSM",1,1,1,1,"3.6.3"
"2436","SRR10228515","non-pMSM",0,0,0,0,"3.7.26"
"2437","SRR10228563","non-pMSM",1,0,1,0,"3.6.1.1"
"2438","SRR10231904","Travel",1,0,1,1,"3.6.1.1"
"2439","SRR10228154","pMSM",0,0,0,0,"3.7.16"
"2440","SRR10228527","non-pMSM",1,0,1,0,"3.6.1.1"
"2441","SRR10228516","non-pMSM",1,1,1,0,"3.7.25"
"2442","SRR10228149","pMSM",1,0,1,1,"3.6.1.1.2"
"2443","SRR10228514","non-pMSM",1,1,1,1,"3.6.3"
"2444","SRR10236652","non-pMSM",1,1,1,1,"3.6.3"
"2445","SRR10247320","non-pMSM",1,1,1,0,"3.6.1.1"
"2446","SRR10231913","non-pMSM",0,0,0,0,"3.6.2"
"2447","SRR10236645","non-pMSM",0,0,0,0,"3.7.21"
"2448","SRR10236641","Travel",0,0,0,0,"3.7.10"
"2449","SRR10236643","pMSM",1,0,1,1,"3.6.1.1.2"
"2450","SRR10236644","Travel",0,0,0,0,"3.7.17"
"2451","SRR10247341","pMSM",1,0,1,1,"3.6.1.1.2"
"2452","SRR10247333","pMSM",1,0,1,1,"3.6.1.1.2"
"2453","SRR10247134","Travel",1,1,1,0,"3.6.1.1"
"2454","SRR10247343","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2455","SRR10247355","Travel",0,0,0,0,"3.7.16"
"2456","SRR10247130","pMSM",1,0,1,1,"3.6.1.1.2"
"2457","SRR10247137","non-pMSM",0,0,0,0,"3.7.26"
"2458","SRR10247303","non-pMSM",1,1,0,0,"3.6.4"
"2459","SRR10247336","pMSM",0,0,0,0,"3.6.2"
"2460","SRR10247353","Travel",1,1,1,0,"3.7.25"
"2461","SRR10247373","Travel",1,1,1,1,"3.6.3"
"2462","SRR10247325","Travel",1,1,1,0,"3.7.25"
"2463","SRR10270574","non-pMSM",0,0,0,0,"2.5.1"
"2464","SRR10270580","Travel",1,1,1,0,"3.6.3"
"2465","SRR10271367","pMSM",1,0,1,1,"3.6.1.1.2"
"2466","SRR10271372","pMSM",1,1,1,1,"3.6.1.1.2"
"2467","SRR10283332","non-pMSM",1,0,1,0,"3.6.1.1"
"2468","SRR10271371","Travel",1,1,1,0,"3.6.1.1"
"2469","SRR10302327","non-pMSM",1,1,1,1,"3.6.1.1"
"2470","SRR10302325","Travel",1,0,1,0,"3.7.18"
"2471","SRR10312216","non-pMSM",0,0,0,0,"3.7.11"
"2472","SRR10302326","Travel",1,1,1,0,"3.7.25"
"2473","SRR10302287","pMSM",1,0,1,1,"3.6.1.1.2"
"2474","SRR10312197","non-pMSM",1,1,1,0,"3.6.1.1"
"2475","SRR10312182","Travel",1,1,1,0,"3.6.1.1"
"2476","SRR10312194","Travel",1,0,1,0,"3.6.1.1"
"2477","SRR10313638","Travel",1,1,1,0,"3.7.25"
"2478","SRR10313630","Travel",0,0,0,0,"3.7.10"
"2479","SRR10313634","Travel",0,0,0,0,"3.7.10"
"2480","SRR10313628","non-pMSM",1,0,1,0,"3.6.1.1"
"2481","SRR10326061","pMSM",1,0,1,0,"3.6.1.1"
"2482","SRR10314873","pMSM",1,0,1,1,"3.6.1.1.2"
"2483","SRR10314892","non-pMSM",1,1,1,1,"3.6.1.1"
"2484","SRR10314883","pMSM",0,0,0,0,"3.7.21"
"2485","SRR10319758","Travel",1,0,0,1,"3.6.1"
"2486","SRR10319756","pMSM",0,0,0,0,"3.6.3"
"2487","SRR10319760","non-pMSM",1,1,1,0,"3.7.25"
"2488","SRR10319759","pMSM",1,0,0,1,"3.6.1"
"2489","SRR10350838","non-pMSM",0,0,0,0,"3.7.30.4.1"
"2490","SRR10350825","Travel",0,0,0,0,"3.7.26"
"2491","SRR10380833","pMSM",0,0,0,0,NA
"2492","SRR10380797","non-pMSM",1,1,0,0,"3.7.25"
"2493","SRR10380815","non-pMSM",0,0,0,0,"3.6.2"
"2494","SRR10380818","pMSM",1,0,1,1,"3.6.1.1.2"
"2495","SRR10352168","Travel",1,0,1,0,"3.6.1.1"
"2496","SRR10357092","Travel",0,0,0,0,NA
"2497","SRR10357098","pMSM",1,0,1,1,"3.6.1.1.2"
"2498","SRR10357090","Travel",1,0,1,0,"3.6.1.1"
"2499","SRR10397416","non-pMSM",1,1,1,1,"3.6.3"
"2500","SRR10386489","non-pMSM",0,0,0,0,"3.7.16"
"2501","SRR10380789","non-pMSM",0,0,0,0,NA
"2502","SRR10380950","non-pMSM",0,0,0,0,NA
"2503","SRR10386568","pMSM",1,0,1,1,"3.6.1.1.2"
"2504","SRR10397409","pMSM",1,0,1,1,"3.6.1.1.2"
"2505","SRR10397405","pMSM",1,0,1,0,"3.6.1.1.2"
"2506","SRR10397410","non-pMSM",1,0,1,1,"3.6.1.1.2"
"2507","SRR10397421","non-pMSM",1,0,1,0,"3.6.1.1"
"2508","SRR10397434","Travel",0,0,0,0,"3.7.16"
"2509","SRR10397400","non-pMSM",1,1,1,1,"3.6.3"
"2510","SRR10397439","Travel",1,0,1,0,"3.7.18"
"2511","SRR10397429","non-pMSM",0,0,0,0,"2.10.1"
